Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Lat,Lng,called,Trifecta status,Total Mental Health Care HPSA Designations,Population of Designated HPSAs,Percent of Need Met,Practitioners Needed to Remove HPSA Designation
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-10-28,2020-11-09,36.7,32.7,40.9,32.7 - 40.9,25.5-38.8,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-11,2020-11-23,38.2,34.0,42.5,34.0 - 42.5,32.1-39.7,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-11-25,2020-12-07,39.3,34.3,44.5,34.3 - 44.5,39.3-41.3,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,40.4,35.9,45.1,35.9 - 45.1,39.8-41.1,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,41.4,37.7,45.1,37.7 - 45.1,40.5-42.8,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-01-20,2021-02-01,36.9,33.9,40.0,33.9 - 40.0,28.8-37.6,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-03,2021-02-15,38.7,35.5,41.9,35.5 - 41.9,36.5-38.7,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,37.0,32.5,41.8,32.5 - 41.8,36.0-38.2,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,34.3,30.5,38.2,30.5 - 38.2,33.4-36.0,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-17,2021-03-29,31.4,27.2,35.9,27.2 - 35.9,24.9-32.0,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,25.8,21.3,30.7,21.3 - 30.7,22.0-28.7,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,27.3,23.8,31.1,23.8 - 31.1,23.2-27.3,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,32.3,28.9,35.9,28.9 - 35.9,29.0-32.3,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.1,31,"May 26 - Jun 7, 2021",2021-05-26,2021-06-07,29.9,26.2,33.8,26.2 - 33.8,29.3-31.8,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,28.3,24.4,32.4,24.4 - 32.4,26.8-29.8,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.1,33,"Jun 23 - Jul 5, 2021",2021-06-23,2021-07-05,25.9,20.8,31.5,20.8 - 31.5,21.6-26.2,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.2,34,"Jul 21 - Aug 2, 2021",2021-07-21,2021-08-02,30.3,26.4,34.5,26.4 - 34.5,27.1-30.9,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-04,2021-08-16,30.3,26.2,34.6,26.2 - 34.6,28.1-30.3,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,28.0,24.3,32.0,24.3 - 32.0,23.9-29.4,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,30.7,27.2,34.4,27.2 - 34.4,29.3-31.1,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-15,2021-09-27,31.8,27.3,36.6,27.3 - 36.6,31.4-35.6,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.2,39,"Sep 29 - Oct 11, 2021",2021-09-29,2021-10-11,27.9,24.3,31.7,24.3 - 31.7,22.9-28.6,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-01,2021-12-13,31.5,26.7,36.7,26.7 - 36.7,31.2-33.2,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,2022-01-10,35.4,31.4,39.5,31.4 - 39.5,34.7-40.6,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.3,42,"Jan 26 - Feb 7, 2022",2022-01-26,2022-02-07,29.8,26.4,33.3,26.4 - 33.3,28.6-31.7,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-02,2022-03-14,29.8,26.7,33.2,26.7 - 33.2,28.8-29.9,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,29.7,25.9,33.7,25.9 - 33.7,28.6-30.1,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,30.2,26.6,34.0,26.6 - 34.0,30.1-31.9,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,29.6,26.2,33.2,26.2 - 33.2,24.5-29.8,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,31.9,27.4,36.7,27.4 - 36.7,30.4-33.1,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,35.0,32.2,37.8,32.2 - 37.8,34.8 - 36.7,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,35.0,30.8,39.3,30.8 - 39.3,33.5 - 36.0,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,3,"May 14 - May 19, 2020",2020-05-14,2020-05-19,33.0,29.8,36.2,29.8 - 36.2,32.6-34.9,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,31.8,28.7,35.0,28.7 - 35.0,29.6-33.1,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,36.7,33.2,40.4,33.2 - 40.4,34.3-36.9,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.9,28.7,35.2,28.7 - 35.2,31.1-34.7,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,34.2,30.3,38.2,30.3 - 38.2,32.3-34.9,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,34.7,31.3,38.2,31.3 - 38.2,34.5-38.3,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,42.0,38.1,46.0,38.1 - 46.0,39.5-45.1,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,10,"July 2 - July 7, 2020",2020-07-02,2020-07-07,42.0,38.9,45.1,38.9 - 45.1,40.7-44.8,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,11,"July 9 - July 14, 2020",2020-07-09,2020-07-14,40.5,36.4,44.6,36.4 - 44.6,38.4-42.0,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,12,"July 16 - July 21, 2020",2020-07-16,2020-07-21,43.8,39.3,48.5,39.3 - 48.5,43.6-50.2,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,37.2,34.9,39.6,34.9 - 39.6,35.7-38.2,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,35.4,33.3,37.6,33.3 - 37.6,35.4-38.1,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,39.9,36.9,42.9,36.9 - 42.9,38.5-47.6,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2,16,"Sep 30 - Oct 12, 2020",2020-09-30,2020-10-12,38.5,35.4,41.8,35.4 - 41.8,36.7-38.8,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2,17,"Oct 14 - Oct 26, 2020",2020-10-14,2020-10-26,41.7,38.6,44.8,38.6 - 44.8,39.7-46.3,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-10-28,2020-11-09,38.8,35.3,42.3,35.3 - 42.3,25.5-38.8,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-11,2020-11-23,43.4,40.0,46.7,40.0 - 46.7,41.6-44.3,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-11-25,2020-12-07,43.3,39.9,46.7,39.9 - 46.7,41.4-43.7,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,42.4,39.3,45.7,39.3 - 45.7,41.2-44.1,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,44.1,40.9,47.3,40.9 - 47.3,42.9-52.3,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-01-20,2021-02-01,46.3,42.5,50.1,42.5 - 50.1,43.3-47.5,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-03,2021-02-15,40.9,37.4,44.6,37.4 - 44.6,40.7-45.1,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,40.1,36.9,43.4,36.9 - 43.4,38.3-40.1,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,37.3,34.1,40.6,34.1 - 40.6,36.1-38.7,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-17,2021-03-29,35.6,32.9,38.5,32.9 - 38.5,34.8-36.2,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,29.7,26.5,33.1,26.5 - 33.1,28.8-31.4,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,32.6,29.5,35.8,29.5 - 35.8,31.9-35.5,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,31.3,28.6,34.1,28.6 - 34.1,29.0-32.3,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.1,31,"May 26 - Jun 7, 2021",2021-05-26,2021-06-07,32.4,28.7,36.2,28.7 - 36.2,31.9-36.5,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,29.0,26.3,31.9,26.3 - 31.9,26.8-29.8,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.1,33,"Jun 23 - Jul 5, 2021",2021-06-23,2021-07-05,28.3,25.3,31.4,25.3 - 31.4,28.2-31.2,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.2,34,"Jul 21 - Aug 2, 2021",2021-07-21,2021-08-02,34.7,31.7,37.8,31.7 - 37.8,34.3-40.9,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-04,2021-08-16,31.1,28.1,34.2,28.1 - 34.2,30.4-32.4,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,33.7,30.4,37.1,30.4 - 37.1,31.6-34.0,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,34.1,30.4,37.9,30.4 - 37.9,33.8-44.4,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-15,2021-09-27,36.2,32.5,40.0,32.5 - 40.0,35.7-41.7,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.2,39,"Sep 29 - Oct 11, 2021",2021-09-29,2021-10-11,33.5,30.0,37.1,30.0 - 37.1,32.0-34.1,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-01,2021-12-13,33.6,31.0,36.3,31.0 - 36.3,33.3-39.9,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,2022-01-10,32.7,29.4,36.1,29.4 - 36.1,32.3-34.6,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.3,42,"Jan 26 - Feb 7, 2022",2022-01-26,2022-02-07,32.3,29.9,34.7,29.9 - 34.7,31.8-33.4,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-02,2022-03-14,33.9,30.6,37.4,30.6 - 37.4,33.8-38.8,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,28.4,25.9,31.0,25.9 - 31.0,25.0-28.5,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,34.3,31.5,37.3,31.5 - 37.3,32.0-38.0,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,30.7,27.8,33.6,27.8 - 33.6,29.9-31.4,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,28.5,25.2,32.0,25.2 - 32.0,25.5-30.3,47.7510741,-120.7401386,D,Democratic trifecta,172,2983580.0,0.1683,142.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.3,29.5,39.3,29.5 - 39.3,33.4 - 34.7,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,39.0,32.1,46.3,32.1 - 46.3,36.1 - 48.4,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,3,"May 14 - May 19, 2020",2020-05-14,2020-05-19,34.3,27.4,41.6,27.4 - 41.6,32.6-34.9,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,37.9,32.3,43.8,32.3 - 43.8,35.6-41.4,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,38.9,32.9,45.0,32.9 - 45.0,37.0-40.0,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,38.9,33.1,45.0,33.1 - 45.0,37.7-40.7,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,32.2,24.7,40.3,24.7 - 40.3,25.5-32.2,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,38.4,31.8,45.3,31.8 - 45.3,38.4-46.8,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,45.1,39.3,51.0,39.3 - 51.0,39.5-45.1,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,10,"July 2 - July 7, 2020",2020-07-02,2020-07-07,34.6,29.1,40.5,29.1 - 40.5,30.9-34.8,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,11,"July 9 - July 14, 2020",2020-07-09,2020-07-14,40.9,35.9,46.1,35.9 - 46.1,38.4-42.0,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,12,"July 16 - July 21, 2020",2020-07-16,2020-07-21,37.0,31.4,42.8,31.4 - 42.8,31.8-37.1,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,34.5,29.9,39.3,29.9 - 39.3,33.3-35.6,38.5976262,-80.4549026,R,Republican trifecta,106,788500.0,0.1274,90.0
