,Group,Subgroup,Value,Time Period Start Date,Time Period Label,Date
3095,By State,Minnesota,24.7,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3094,By State,Michigan,32.0,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3090,By State,Louisiana,35.2,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3092,By State,Maryland,31.1,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3091,By State,Maine,31.3,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3089,By State,Kentucky,33.7,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3088,By State,Kansas,29.8,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3087,By State,Iowa,24.5,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3086,By State,Indiana,29.2,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3102,By State,New Jersey,34.9,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3093,By State,Massachusetts,30.6,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3122,By State,Wyoming,33.0,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3085,By State,Illinois,32.6,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3105,By State,North Carolina,28.0,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3121,By State,Wisconsin,28.2,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3120,By State,West Virginia,36.1,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3119,By State,Washington,32.3,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3118,By State,Virginia,29.8,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3117,By State,Vermont,31.6,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3116,By State,Utah,28.3,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3115,By State,Texas,32.9,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3104,By State,New York,29.6,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3114,By State,Tennessee,33.9,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3112,By State,South Carolina,29.7,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3111,By State,Rhode Island,27.6,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3110,By State,Pennsylvania,31.7,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3109,By State,Oregon,37.2,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3108,By State,Oklahoma,33.9,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3107,By State,Ohio,26.7,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3106,By State,North Dakota,30.0,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3113,By State,South Dakota,27.2,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3084,By State,Idaho,26.2,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3103,By State,New Mexico,34.8,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3082,By State,Georgia,31.9,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3060,By Sexual orientation,Bisexual,64.7,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3059,By Sexual orientation,Straight,28.6,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3058,By Sexual orientation,Gay or lesbian,45.5,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3057,By Gender identity,Transgender,65.4,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3056,By Gender identity,Cis-gender female,34.3,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3055,By Gender identity,Cis-gender male,27.0,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3054,By Sex,Female,35.1,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3061,By Race/Hispanic ethnicity,Hispanic or Latino,34.5,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3053,By Sex,Male,27.8,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3051,By Age,70 - 79 years,14.9,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3050,By Age,60 - 69 years,22.9,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3049,By Age,50 - 59 years,29.6,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3048,By Age,40 - 49 years,33.0,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3047,By Age,30 - 39 years,41.6,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3046,By Age,18 - 29 years,46.7,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3045,National Estimate,United States,31.5,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3052,By Age,80 years and above,12.0,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3062,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",30.9,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3083,By State,Hawaii,33.1,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3064,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",20.0,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3081,By State,Florida,32.6,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3080,By State,District of Columbia,27.1,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3079,By State,Delaware,33.4,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3078,By State,Connecticut,32.3,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3077,By State,Colorado,28.5,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3063,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",32.3,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3075,By State,Arkansas,38.2,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3074,By State,Arizona,31.5,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3076,By State,California,32.9,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3072,By State,Alabama,33.8,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3071,By Disability status,Without disability,26.4,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3070,By Disability status,With disability,63.0,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3069,By Education,Bachelor's degree or higher,27.4,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3068,By Education,Some college/Associate's degree,35.7,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3067,By Education,High school diploma or GED,31.6,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3066,By Education,Less than a high school diploma,32.9,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3065,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",45.0,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3073,By State,Alaska,33.4,01/26/2022,"Jan 26 - Feb 7, 2022",2022-01-26
3206,By State,New Hampshire,29.6,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3205,By State,Nevada,32.7,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3204,By State,Nebraska,28.9,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3203,By State,Montana,25.9,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3202,By State,Missouri,33.5,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3201,By State,Mississippi,37.8,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3200,By State,Minnesota,28.7,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3191,By State,Indiana,29.9,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3198,By State,Massachusetts,32.2,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3197,By State,Maryland,28.9,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3196,By State,Maine,28.7,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3195,By State,Louisiana,37.9,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3194,By State,Kentucky,34.8,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3193,By State,Kansas,31.3,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3192,By State,Iowa,28.7,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3207,By State,New Jersey,27.7,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3199,By State,Michigan,28.0,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3208,By State,New Mexico,34.0,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3217,By State,South Carolina,27.3,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3210,By State,North Carolina,29.7,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3190,By State,Illinois,32.3,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3226,By State,Wisconsin,27.4,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3225,By State,West Virginia,34.0,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3224,By State,Washington,33.9,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3223,By State,Virginia,29.8,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3222,By State,Vermont,29.9,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3221,By State,Utah,31.6,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3209,By State,New York,29.1,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3220,By State,Texas,34.5,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3218,By State,South Dakota,27.8,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3216,By State,Rhode Island,26.5,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3215,By State,Pennsylvania,33.7,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3214,By State,Oregon,34.7,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3213,By State,Oklahoma,38.0,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3212,By State,Ohio,34.1,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3211,By State,North Dakota,26.2,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3219,By State,Tennessee,29.7,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3189,By State,Idaho,30.1,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3227,By State,Wyoming,32.4,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3187,By State,Georgia,29.6,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3165,By Sexual orientation,Bisexual,62.1,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3164,By Sexual orientation,Straight,28.8,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3163,By Sexual orientation,Gay or lesbian,46.5,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3162,By Gender identity,Transgender,72.2,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3161,By Gender identity,Cis-gender female,33.8,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3160,By Gender identity,Cis-gender male,27.9,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3159,By Sex,Female,34.4,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3166,By Race/Hispanic ethnicity,Hispanic or Latino,34.3,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3158,By Sex,Male,28.4,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3156,By Age,70 - 79 years,16.1,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3155,By Age,60 - 69 years,22.5,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3154,By Age,50 - 59 years,28.5,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3153,By Age,40 - 49 years,33.3,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3152,By Age,30 - 39 years,39.4,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3151,By Age,18 - 29 years,48.4,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3150,National Estimate,United States,31.5,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3157,By Age,80 years and above,17.8,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3167,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",30.8,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3188,By State,Hawaii,26.9,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3169,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",24.2,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3186,By State,Florida,28.7,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3185,By State,District of Columbia,31.9,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3184,By State,Delaware,24.3,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3183,By State,Connecticut,28.9,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3182,By State,Colorado,29.0,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3168,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",30.7,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3180,By State,Arkansas,38.8,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3179,By State,Arizona,34.4,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3181,By State,California,32.8,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3177,By State,Alabama,33.5,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3176,By Disability status,Without disability,26.4,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3175,By Disability status,With disability,62.9,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3174,By Education,Bachelor's degree or higher,26.0,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3173,By Education,Some college/Associate's degree,36.0,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3172,By Education,High school diploma or GED,32.1,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3171,By Education,Less than a high school diploma,35.1,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3170,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",43.1,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3178,By State,Alaska,32.7,03/02/2022,"Mar 2 - Mar 14, 2022",2022-03-02
3283,By State,Nevada,31.2,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3282,By State,Nebraska,28.6,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3281,By State,Montana,29.8,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3280,By State,Missouri,32.2,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3279,By State,Mississippi,32.8,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3278,By State,Minnesota,26.0,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3277,By State,Michigan,25.7,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3268,By State,Illinois,31.4,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3275,By State,Maryland,29.7,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3274,By State,Maine,33.3,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3273,By State,Louisiana,36.7,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3272,By State,Kentucky,37.5,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3271,By State,Kansas,32.7,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3270,By State,Iowa,28.1,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3269,By State,Indiana,28.2,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3284,By State,New Hampshire,30.8,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3276,By State,Massachusetts,29.4,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3285,By State,New Jersey,32.0,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3295,By State,South Carolina,25.3,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3287,By State,New York,30.9,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3267,By State,Idaho,29.6,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3304,By State,Wisconsin,29.1,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3303,By State,West Virginia,44.0,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3302,By State,Washington,28.4,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3301,By State,Virginia,29.7,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3300,By State,Vermont,28.1,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3299,By State,Utah,31.1,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3298,By State,Texas,34.3,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3297,By State,Tennessee,29.8,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3296,By State,South Dakota,28.6,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3294,By State,Rhode Island,25.7,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3293,By State,Pennsylvania,29.5,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3292,By State,Oregon,35.7,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3291,By State,Oklahoma,38.0,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3290,By State,Ohio,28.9,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3289,By State,North Dakota,32.6,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3288,By State,North Carolina,31.5,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3286,By State,New Mexico,39.3,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3305,By State,Wyoming,31.3,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3266,By State,Hawaii,26.6,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3264,By State,Florida,34.0,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3243,By Sexual orientation,Bisexual,61.6,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3242,By Sexual orientation,Straight,28.1,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3241,By Sexual orientation,Gay or lesbian,45.7,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3240,By Gender identity,Transgender,63.1,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3239,By Gender identity,Cis-gender female,33.7,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3238,By Gender identity,Cis-gender male,26.4,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3236,By Sex,Male,27.3,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3244,By Race/Hispanic ethnicity,Hispanic or Latino,35.6,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3235,By Age,80 years and above,11.8,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3233,By Age,60 - 69 years,21.6,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3232,By Age,50 - 59 years,29.3,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3231,By Age,40 - 49 years,33.3,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3230,By Age,30 - 39 years,39.7,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3229,By Age,18 - 29 years,47.5,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3228,National Estimate,United States,30.9,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3265,By State,Georgia,31.6,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3234,By Age,70 - 79 years,16.1,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3245,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",29.9,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3237,By Sex,Female,34.3,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3247,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",19.7,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3263,By State,District of Columbia,33.4,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3246,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",32.9,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3262,By State,Delaware,27.1,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3261,By State,Connecticut,25.0,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3260,By State,Colorado,31.5,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3259,By State,California,30.1,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3257,By State,Arizona,28.5,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3256,By State,Alaska,27.0,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3258,By State,Arkansas,32.8,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3254,By Disability status,Without disability,25.6,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3253,By Disability status,With disability,62.2,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3252,By Education,Bachelor's degree or higher,24.5,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3251,By Education,Some college/Associate's degree,35.5,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3250,By Education,High school diploma or GED,31.5,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3249,By Education,Less than a high school diploma,39.5,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3248,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",40.4,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3255,By State,Alabama,28.6,03/30/2022,"Mar 30 - Apr 11, 2022",2022-03-30
3362,By State,New Hampshire,31.9,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3356,By State,Minnesota,27.3,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3361,By State,Nevada,30.1,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3360,By State,Nebraska,28.9,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3359,By State,Montana,32.3,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3358,By State,Missouri,31.7,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3357,By State,Mississippi,38.0,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3355,By State,Michigan,31.9,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3347,By State,Indiana,28.7,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3353,By State,Maryland,28.0,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3352,By State,Maine,30.5,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3351,By State,Louisiana,30.6,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3350,By State,Kentucky,35.8,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3349,By State,Kansas,27.8,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3348,By State,Iowa,28.0,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3363,By State,New Jersey,29.8,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3354,By State,Massachusetts,30.6,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3383,By State,Wyoming,26.7,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3382,By State,Wisconsin,26.7,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3365,By State,New York,32.0,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3346,By State,Illinois,29.7,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3381,By State,West Virginia,31.0,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3380,By State,Washington,34.3,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3379,By State,Virginia,30.2,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3378,By State,Vermont,25.6,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3377,By State,Utah,36.9,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3376,By State,Texas,34.1,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3375,By State,Tennessee,32.1,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3374,By State,South Dakota,19.2,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3373,By State,South Carolina,30.8,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3372,By State,Rhode Island,25.0,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3371,By State,Pennsylvania,31.5,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3370,By State,Oregon,32.6,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3369,By State,Oklahoma,38.0,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3368,By State,Ohio,28.2,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3367,By State,North Dakota,29.8,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3366,By State,North Carolina,28.1,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3364,By State,New Mexico,32.4,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3345,By State,Idaho,29.2,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3325,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",21.5,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3343,By State,Georgia,29.4,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3321,By Sexual orientation,Bisexual,59.1,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3320,By Sexual orientation,Straight,27.9,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3319,By Sexual orientation,Gay or lesbian,44.9,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3318,By Gender identity,Transgender,66.1,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3317,By Gender identity,Cis-gender female,33.6,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3316,By Gender identity,Cis-gender male,26.2,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3314,By Sex,Male,27.1,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3313,By Age,80 years and above,11.8,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3312,By Age,70 - 79 years,15.5,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3311,By Age,60 - 69 years,19.6,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3310,By Age,50 - 59 years,29.4,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3309,By Age,40 - 49 years,34.7,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
3308,By Age,30 - 39 years,40.6,04/27/2022,"Apr 27 - May 9, 2022",2022-04-27
